atom_1,atom_2,pair,count,r2_avg,r2,min_distance,max_distance,r2_avg_ratio,r2_ratio
C4,N1,A-G,94,0.551,0.52,4.365,7.49,0.567,0.541
O2P,N3,A-A,114,0.228,0.519,9.375,13.75,0.255,0.484
O2',O3',A-G,94,0.347,0.519,10.785,16.28,0.282,0.49
C2,C2,A-G,94,0.542,0.517,3.615,7.16,0.52,0.525
N3,N6,A-A,114,0.007,0.514,5.895,7.78,0.044,0.63
O2',C6,A-G,94,0.368,0.512,6.505000000000001,12.47,0.39,0.539
C6,C4,A-A,114,0.0,0.509,6.045,7.76,0.014,0.571
C4,O2',A-A,114,0.182,0.509,8.43,12.39,0.067,0.487
O3',N3,A-G,94,0.418,0.506,8.235,12.59,0.399,0.513
C2,C1',A-G,94,0.507,0.505,6.21,9.675,0.486,0.517
C6,N3,A-A,114,0.028,0.503,5.79,7.9375,0.124,0.605
N6,O4',A-A,114,0.207,0.503,7.074999999999999,10.870000000000001,0.286,0.453
O2P,O2',A-A,114,0.225,0.503,12.875,17.67,0.194,0.476
N3,O5',A-G,94,0.552,0.503,10.469999999999999,13.61,0.536,0.52
O2',C4',A-G,94,0.347,0.501,10.780000000000001,16.06,0.293,0.484
N3,C6,A-A,114,0.028,0.501,5.79,7.9375,0.124,0.605
N7,C2,A-A,114,0.069,0.5,6.485,7.984999999999999,0.016,0.565
C6,C5,A-G,94,0.52,0.499,5.292857142857144,7.37,0.495,0.489
P,C2,A-A,114,0.262,0.499,8.885,12.891666666666666,0.248,0.447
N7,C2',A-A,114,0.167,0.498,7.9175,12.35,0.166,0.477
C6,O3',A-A,114,0.204,0.497,7.82,11.905000000000001,0.178,0.445
N1,C2,A-G,94,0.578,0.497,3.4433333333333334,6.29,0.53,0.491
C2',O1P,A-G,94,0.458,0.495,14.795,18.986666666666668,0.441,0.515
O3',N9,A-G,94,0.401,0.495,10.565000000000001,14.67,0.385,0.504
C5',N7,A-G,94,0.504,0.494,10.71,14.516666666666666,0.511,0.508
C2,N6,A-A,114,0.153,0.493,4.779999999999999,8.075,0.232,0.53
C8,O2',A-A,114,0.145,0.491,9.095,14.1,0.104,0.484
C6,C4,A-G,94,0.311,0.491,5.144166666666667,7.9399999999999995,0.322,0.524
C4,N6,A-A,114,0.003,0.488,5.855,7.74,0.001,0.617
P,N3,A-A,114,0.254,0.488,9.8475,13.97166666666667,0.244,0.431
O2P,N1,A-A,114,0.205,0.487,7.785,11.986666666666665,0.283,0.441
C1',C4,A-G,94,0.303,0.486,7.36,10.73,0.251,0.466
N6,C4',A-A,114,0.213,0.485,7.36,11.822500000000002,0.278,0.421
N3,O1P,A-G,94,0.546,0.484,12.665,15.833333333333334,0.518,0.5
C3',O6,A-G,94,0.437,0.483,8.35,11.84,0.434,0.498
N7,C4,A-A,114,0.156,0.48,6.555,9.4525,0.185,0.461
P,O2',A-A,114,0.211,0.479,13.315,17.955,0.163,0.446
C5,C1',A-A,114,0.189,0.478,7.555,10.75,0.175,0.422
C5,N2,A-G,94,0.432,0.478,3.7325,7.052857142857142,0.409,0.485
C6,C3',A-A,114,0.229,0.476,7.36,10.85,0.195,0.404
C8,N3,A-A,114,0.165,0.476,7.23,10.1,0.113,0.474
O5',C5',A-C,47,0.57,0.472,14.323333333333332,17.75,0.008,0.0
N1,C2',A-A,114,0.189,0.471,6.715,9.165,0.048,0.447
N9,O2',A-A,114,0.156,0.47,9.362499999999999,13.73,0.065,0.442
C2',C6,A-G,94,0.355,0.466,6.57,11.19,0.375,0.489
O1P,C2,A-A,114,0.263,0.465,9.705,14.083333333333334,0.234,0.394
O2P,C2',A-A,114,0.228,0.464,12.1375,16.775,0.233,0.411
O3',P,A-G,94,0.465,0.464,15.785,19.87,0.486,0.509
O3',O6,A-G,94,0.401,0.464,9.3,13.07,0.394,0.479
C6,N9,A-A,114,0.172,0.463,6.675000000000001,8.42,0.157,0.422
N7,C1',A-A,114,0.156,0.46,7.1674999999999995,11.76,0.182,0.421
C2,C5,A-A,114,0.059,0.459,5.71,7.892500000000001,0.185,0.537
N3,N7,A-G,94,0.392,0.458,6.355,10.48,0.4,0.473
O4',C8,A-G,94,0.464,0.455,10.559999999999999,13.57,0.431,0.453
C4',C8,A-G,94,0.456,0.455,11.4,14.6,0.437,0.458
C5,C2,A-G,94,0.335,0.455,4.574166666666668,6.812857142857142,0.311,0.462
N3,C5,A-A,114,0.059,0.455,6.55125,8.09,0.002,0.603
O1P,N3,A-A,114,0.251,0.454,10.847500000000002,15.225,0.225,0.381
C2,C4,A-G,94,0.368,0.451,5.46,7.93,0.36,0.459
O1P,O2',A-A,114,0.193,0.448,13.7575,19.295,0.137,0.408
O5',C4',A-C,47,0.507,0.448,12.913333333333334,17.14,0.037,0.001
C8,C2,A-A,114,0.126,0.448,6.775,8.865,0.049,0.474
C5,O3',A-A,114,0.183,0.448,8.785,13.24,0.153,0.388
O5',O4',A-C,47,0.521,0.448,12.036666666666667,15.97,0.022,0.0
C2,C6,A-A,114,0.15,0.445,4.545,8.1225,0.254,0.456
C4,N3,A-A,114,0.024,0.444,6.6933333333333325,8.545,0.009,0.449
O5',O2',A-A,114,0.194,0.443,12.485000000000001,17.29,0.118,0.398
O2',O4',A-G,94,0.303,0.443,9.91,15.2,0.26,0.435
N7,O2P,A-G,94,0.438,0.442,11.41,15.15,0.442,0.48
O3',C4,A-G,94,0.325,0.442,9.36,13.31,0.309,0.449
C8,O2P,A-G,94,0.465,0.441,12.6775,16.226666666666663,0.458,0.476
O2P,C4,A-A,114,0.211,0.441,9.505,14.189999999999998,0.288,0.374
C4,C6,A-A,114,0.0,0.44,6.045,7.76,0.014,0.571
O1P,C5',A-C,47,0.51,0.439,15.910000000000002,20.17,0.013,0.0
C2,N7,A-A,114,0.069,0.439,6.485,7.984999999999999,0.016,0.565
N7,O3',A-A,114,0.15,0.434,8.94,14.33,0.16,0.391
P,C2',A-A,114,0.234,0.434,12.6425,17.1,0.213,0.37
O2P,C1',A-A,114,0.215,0.434,11.515,16.333333333333332,0.264,0.368
C5,C2,A-A,114,0.059,0.432,5.71,7.8925,0.185,0.537
C2,O2',A-A,114,0.135,0.43,7.305,10.440000000000001,0.01,0.412
C8,C2',A-A,114,0.157,0.43,8.48,13.32,0.13,0.389
P,N1,A-A,114,0.258,0.43,8.205,12.356666666666667,0.296,0.35
O2',C5',A-G,94,0.289,0.426,12.015,17.13,0.233,0.402
N9,N2,A-G,94,0.412,0.426,4.79,8.585714285714285,0.363,0.418
O2',C2',A-G,94,0.271,0.426,8.665,14.07,0.22,0.405
O2',N6,A-A,114,0.239,0.424,6.99,10.6875,0.259,0.607
C4,C5,A-G,94,0.4,0.423,6.495,8.66,0.428,0.441
O2P,O3',A-A,114,0.228,0.422,14.01,18.75,0.221,0.357
N1,O3',A-A,114,0.213,0.421,7.367500000000001,11.145,0.114,0.35
N6,N1,A-G,94,0.425,0.419,2.82,7.31,0.4,0.408
O5',C3',A-C,47,0.47,0.419,12.410000000000002,16.71,0.072,0.005
O2',C3',A-G,94,0.26,0.418,10.05,15.41,0.203,0.39
C4',C5,A-G,94,0.336,0.417,9.495000000000001,12.49,0.318,0.415
O5',C1',A-C,47,0.457,0.417,10.79,15.03,0.057,0.003
O1P,O4',A-C,47,0.462,0.417,13.566666666666668,18.4,0.025,0.0
O5',N3,A-A,114,0.25,0.417,9.225,13.21,0.199,0.337
O1P,C4',A-C,47,0.453,0.417,14.583333333333334,19.58,0.038,0.002
O5',C2,A-A,114,0.261,0.417,8.3525,11.95,0.198,0.342
P,C5',A-C,47,0.499,0.416,14.643333333333333,19.03,0.022,0.001
N9,C5',A-C,47,0.549,0.414,11.683333333333335,13.84,0.024,0.001
O5',N1,A-C,47,0.525,0.414,10.69,13.79,0.02,0.0
C4',O2P,A-G,94,0.452,0.412,15.225,19.333333333333332,0.449,0.444
C2,O5',A-G,94,0.546,0.411,9.91,12.313333333333333,0.545,0.434
N3,N7,A-A,114,0.167,0.41,6.825,9.17,0.135,0.567
C5,C8,A-G,94,0.424,0.41,7.689166666666666,9.52,0.409,0.423
N9,C2,A-G,94,0.333,0.409,5.625,8.504285714285714,0.281,0.399
C2,O1P,A-G,94,0.554,0.409,12.276666666666666,14.555,0.537,0.43
C5,C3',A-A,114,0.204,0.408,8.17,12.2,0.173,0.326
C3',C2,A-G,94,0.361,0.407,6.675000000000001,10.812857142857142,0.338,0.407
C5',C5',A-C,47,0.508,0.407,15.33,17.9,0.01,0.0
N7,C3',A-A,114,0.168,0.406,8.29,13.24,0.181,0.346
C4,C2',A-A,114,0.192,0.405,7.98,11.71,0.081,0.331
O1P,C2',A-A,114,0.225,0.404,13.722499999999998,18.445,0.187,0.332
N7,N1,A-A,114,0.005,0.403,5.995,7.735,0.023,0.476
O4',O6,A-G,94,0.365,0.403,7.705,10.89,0.374,0.417
C2',N6,A-A,114,0.238,0.403,6.765,10.0575,0.262,0.589
O4',O2P,A-G,94,0.447,0.402,14.21,18.37,0.427,0.425
O2',C6,A-A,114,0.246,0.402,7.265000000000001,10.719999999999999,0.181,0.586
O1P,N1,A-C,47,0.462,0.399,12.003333333333336,16.25,0.027,0.0
C3',N2,A-G,94,0.405,0.399,5.57,10.781428571428572,0.381,0.399
P,C4',A-C,47,0.431,0.399,13.299999999999999,18.47,0.051,0.003
N3,O2',A-A,114,0.138,0.399,7.9275,11.71,0.013,0.361
P,O4',A-C,47,0.444,0.398,12.339999999999998,17.33,0.038,0.001
O2P,C3',A-A,114,0.231,0.398,12.947499999999998,17.895,0.249,0.321
C4,C5',A-C,47,0.572,0.398,10.603333333333333,12.52,0.044,0.004
N7,N9,A-A,114,0.148,0.396,6.414999999999999,10.74,0.194,0.341
P,C1',A-A,114,0.224,0.395,12.115000000000002,16.528333333333332,0.248,0.317
O1P,C3',A-C,47,0.42,0.394,14.123333333333335,19.19,0.068,0.005
O2',C1',A-G,94,0.248,0.393,8.565,13.86,0.208,0.382
N9,N6,A-A,114,0.176,0.393,6.512499999999999,8.6725,0.24,0.567
N9,C6,A-G,94,0.362,0.393,6.135,10.01,0.393,0.416
C6,O4',A-A,114,0.219,0.393,7.380000000000001,10.555,0.235,0.304
C5',O2',A-A,114,0.168,0.391,12.265,17.845,0.062,0.334
C2',P,A-G,94,0.359,0.391,13.745000000000001,17.71,0.352,0.421
O1P,C1',A-C,47,0.408,0.391,12.336666666666666,17.49,0.053,0.003
N6,C2,A-A,114,0.153,0.39,4.779999999999999,8.075,0.232,0.53
O1P,N1,A-A,114,0.269,0.39,8.92,13.596666666666666,0.286,0.291
N9,N3,A-A,114,0.136,0.39,7.1274999999999995,9.83,0.037,0.346
O5',O3',A-C,47,0.414,0.389,12.996666666666668,17.86,0.101,0.008
P,O3',A-A,114,0.225,0.388,14.517499999999998,19.05,0.197,0.317
O5',C2',A-C,47,0.388,0.388,10.89,15.75,0.107,0.01
C1',N6,A-A,114,0.22,0.388,6.779999999999999,9.71,0.279,0.575
P,C4,A-A,114,0.236,0.387,10.0625,14.481666666666667,0.282,0.299
C6,C4',A-A,114,0.23,0.387,7.735,11.467500000000001,0.233,0.29
O2P,N9,A-A,114,0.203,0.386,10.4425,15.445,0.287,0.31
N1,N7,A-A,114,0.005,0.386,5.995,7.735,0.023,0.476
O4',C5',A-C,47,0.451,0.385,13.22,15.79,0.002,0.001
N6,N2,A-G,94,0.237,0.384,3.5316666666666667,7.904999999999999,0.25,0.409
C2',N9,A-G,94,0.265,0.381,8.665000000000001,12.48,0.23,0.375
O1P,C6,A-C,47,0.495,0.379,13.063333333333333,16.33,0.0,0.003
N6,C8,A-G,94,0.24,0.378,5.553333333333332,10.195,0.252,0.405
C5,N6,A-A,114,0.05,0.378,4.95,7.805,0.051,0.423
C2,N2,A-G,94,0.499,0.377,3.09,6.522500000000001,0.465,0.379
O4',C4',A-C,47,0.478,0.375,12.443333333333333,15.02,0.037,0.001
P,C3',A-C,47,0.389,0.375,12.773333333333333,18.02,0.082,0.007
C5',C4',A-C,47,0.486,0.375,13.916666666666666,17.17,0.045,0.003
O2',C5,A-A,114,0.202,0.375,8.09,12.035,0.139,0.556
C8,C5,A-G,94,0.241,0.373,7.33,10.62,0.211,0.373
C1',C6,A-G,94,0.289,0.372,6.265,10.69,0.319,0.398
O1P,O3',A-C,47,0.378,0.371,14.856666666666667,20.34,0.092,0.009
O1P,P,A-C,47,0.472,0.371,16.66,20.8,0.001,0.001
O5',C2,A-C,47,0.457,0.371,9.503333333333332,12.59,0.054,0.001
O2',N1,A-A,114,0.234,0.371,6.960000000000001,9.870000000000001,0.086,0.546
P,C1',A-C,47,0.376,0.37,11.069999999999999,16.41,0.069,0.005
C2',N3,A-G,94,0.254,0.37,6.365,10.36,0.217,0.361
N1,C1',A-A,114,0.175,0.369,6.8149999999999995,8.79,0.064,0.325
O1P,C2',A-C,47,0.36,0.369,12.616666666666667,18.24,0.093,0.009
O1P,C2,A-C,47,0.403,0.369,10.719999999999999,15.06,0.049,0.001
N7,O6,A-G,94,0.362,0.368,4.984999999999999,11.34,0.376,0.376
N7,C5,A-G,94,0.212,0.368,6.27,9.89,0.194,0.375
O5',C2',A-A,114,0.224,0.367,11.94,16.53,0.169,0.288
O2P,C6,A-A,114,0.191,0.366,7.845,12.675,0.314,0.286
C8,C5',A-C,47,0.511,0.366,11.28,14.6,0.055,0.003
O2',N7,A-A,114,0.161,0.366,8.5675,13.185,0.145,0.536
C5,N9,A-A,114,0.171,0.365,6.9125,9.54,0.175,0.284
P,N1,A-C,47,0.429,0.365,10.76,15.13,0.044,0.001
O2P,O4',A-A,114,0.208,0.364,12.299999999999999,17.59,0.277,0.28
C8,O3',A-A,114,0.145,0.364,9.6375,15.309999999999999,0.128,0.309
O4',C5,A-G,94,0.281,0.364,8.585,11.47,0.248,0.353
O4',O2',A-A,114,0.143,0.364,10.795,15.91,0.047,0.311
O1P,C1',A-A,114,0.22,0.363,13.215,17.845,0.224,0.278
C4',C5',A-C,47,0.417,0.363,13.85,16.62,0.0,0.002
C5',C3',A-C,47,0.487,0.362,13.373333333333335,16.72,0.095,0.01
C8,C1',A-A,114,0.149,0.362,7.7475000000000005,12.79,0.151,0.301
N9,C4',A-C,47,0.481,0.361,10.186666666666666,13.19,0.103,0.009
C4',C4',A-C,47,0.462,0.361,13.25,15.83,0.018,0.0
O1P,O3',A-A,114,0.212,0.36,14.925,20.395,0.168,0.286
P,C3',A-A,114,0.239,0.359,13.5125,18.008333333333336,0.232,0.273
C5',O4',A-C,47,0.464,0.358,13.12,16.0,0.023,0.001
O2P,C4',A-A,114,0.219,0.358,13.285,18.59,0.268,0.273
N1,N6,A-A,114,0.176,0.358,3.54,8.32,0.236,0.314
N1,P,A-G,94,0.542,0.357,10.450833333333334,12.479999999999999,0.583,0.408
C2',C6,A-A,114,0.24,0.357,6.95,9.925,0.174,0.546
P,O3',A-C,47,0.349,0.357,13.47,19.15,0.103,0.011
O2,C2,C-A,47,0.471,0.355,3.41,7.73,0.176,0.075
O5',P,A-C,47,0.422,0.353,14.16,18.42,0.001,0.004
O2',N1,A-G,94,0.299,0.352,5.19,11.12,0.324,0.376
O5',C6,A-C,47,0.467,0.351,11.34,13.955,0.005,0.009
N9,C2',A-A,114,0.173,0.351,8.870000000000001,13.035,0.09,0.277
P,C2',A-C,47,0.324,0.351,11.270000000000001,17.12,0.107,0.012
O1P,C4,A-A,114,0.24,0.35,11.075,15.68,0.263,0.253
O5',O2',A-C,47,0.312,0.349,10.486666666666666,16.55,0.125,0.013
N9,O4',A-C,47,0.489,0.347,9.63,12.1,0.079,0.006
O4',C3',A-C,47,0.47,0.344,11.773333333333333,14.48,0.098,0.008
C1',C4',A-C,47,0.468,0.344,11.42,13.65,0.035,0.002
C2,C8,A-A,114,0.126,0.342,6.775,8.865,0.049,0.474
C1',O2',A-A,114,0.131,0.342,9.715,14.68,0.029,0.289
N3,N1,A-A,114,0.112,0.342,4.73,8.615,0.232,0.343
C4',C3',A-C,47,0.479,0.342,12.84,15.4,0.06,0.005
P,C6,A-C,47,0.49,0.34,11.843333333333334,15.17,0.004,0.001
O4',O4',A-C,47,0.431,0.34,11.64,13.91,0.01,0.0
P,P,A-C,47,0.47,0.34,15.49,19.56,0.002,0.0
N7,O4',A-A,114,0.157,0.338,7.5525,12.815,0.2,0.267
C5',O3',A-C,47,0.443,0.338,13.850000000000001,17.84,0.138,0.015
C5,C5',A-C,47,0.482,0.337,9.493333333333334,12.62,0.096,0.008
O1P,O2',A-C,47,0.304,0.337,12.396666666666667,19.04,0.111,0.011
O1P,O2,A-C,47,0.302,0.336,9.803333333333333,15.17,0.096,0.008
O2P,C5,A-A,114,0.191,0.336,8.815000000000001,13.83,0.31,0.252
O5',O2,A-C,47,0.304,0.335,8.433333333333334,12.7,0.128,0.012
C4,C4',A-C,47,0.454,0.335,9.096666666666666,11.92,0.16,0.019
N7,C4',A-A,114,0.166,0.334,8.370000000000001,13.739999999999998,0.199,0.26
C8,C4,A-A,114,0.157,0.334,6.895,10.325,0.165,0.271
O1P,O1P,A-C,47,0.447,0.334,17.48,22.11,0.0,0.002
N9,C8,A-G,94,0.382,0.334,9.48,11.29,0.341,0.332
C5',C1',A-C,47,0.448,0.333,11.873333333333335,14.98,0.068,0.006
P,C2,A-C,47,0.354,0.333,9.473333333333334,13.97,0.073,0.004
O1P,C3',A-A,114,0.231,0.332,14.485,19.305,0.205,0.243
O2P,C5',A-C,47,0.434,0.33,13.493333333333334,18.71,0.039,0.002
P,N9,A-A,114,0.22,0.33,11.0625,15.620000000000001,0.277,0.24
P,O2',A-C,47,0.275,0.329,11.049999999999999,17.97,0.121,0.014
N1,C3',A-A,114,0.23,0.328,7.055,10.17,0.111,0.237
O1P,N3,A-C,47,0.433,0.328,10.639999999999999,13.93,0.016,0.0
C4',O3',A-C,47,0.468,0.328,13.226666666666667,16.51,0.119,0.012
C2,N1,C-A,47,0.431,0.327,3.255,7.75,0.175,0.074
O2P,C4',A-C,47,0.37,0.327,12.200000000000001,18.27,0.067,0.005
C3',C4',A-C,47,0.458,0.326,12.54,15.05,0.024,0.003
C5',C2',A-C,47,0.416,0.325,11.863333333333332,15.67,0.146,0.018
N6,C5,A-A,114,0.05,0.325,4.95,7.805,0.051,0.423
N3,C2,A-G,94,0.377,0.325,3.9699999999999998,7.2075,0.383,0.339
O1P,O2P,A-C,47,0.463,0.324,15.71,19.7875,0.003,0.001
C8,O6,A-G,94,0.33,0.323,6.255,11.86,0.351,0.335
C4,O3',A-A,114,0.186,0.323,9.14,13.705,0.097,0.238
O2P,O4',A-C,47,0.379,0.323,11.17,17.16,0.059,0.003
C6,N7,A-G,94,0.438,0.323,5.674285714285714,8.33,0.418,0.316
C1',C5',A-C,47,0.392,0.321,11.87,14.42,0.0,0.001
C4',O4',A-C,47,0.401,0.321,12.08,14.74,0.002,0.0
C2,O2P,A-A,114,0.223,0.321,8.4525,12.631666666666666,0.251,0.505
O3',N6,A-A,114,0.187,0.321,7.515000000000001,12.072500000000002,0.232,0.509
O2',C8,A-A,114,0.145,0.321,9.095,14.1,0.104,0.484
O4',O3',A-C,47,0.417,0.32,12.07,15.55,0.157,0.016
O1P,O5',A-C,47,0.371,0.32,15.866666666666665,20.77,0.054,0.005
C3',C5',A-C,47,0.398,0.32,13.17,15.95,0.0,0.0
O5',O5',A-C,47,0.385,0.319,14.453333333333333,18.35,0.046,0.003
N3,C8,A-A,114,0.165,0.319,7.23,10.1,0.113,0.474
C5',N1,A-C,47,0.443,0.318,11.4,13.83,0.014,0.0
C6,C2,A-A,114,0.15,0.318,4.545,8.122499999999999,0.254,0.457
N6,C8,A-A,114,0.137,0.317,6.1425,8.950000000000001,0.24,0.271
C6,O5',C-A,47,0.254,0.317,11.34,13.955,0.004,0.009
C1',C6,A-A,114,0.22,0.317,6.97,9.41,0.2,0.506
P,O4',A-A,114,0.216,0.317,12.9825,17.761666666666667,0.262,0.227
P,C4',A-A,114,0.225,0.317,13.945,18.71666666666667,0.252,0.226
P,O1P,A-C,47,0.445,0.316,16.24,20.85,0.001,0.001
O5',O3',A-A,114,0.212,0.315,13.8425,18.555,0.154,0.233
C8,O4',A-C,47,0.404,0.314,9.13,13.0,0.102,0.008
N7,C5',A-C,47,0.43,0.314,10.003333333333334,13.97,0.08,0.005
C4,C5,A-A,114,0.142,0.314,6.68,8.32,0.1,0.496
C8,C4',A-C,47,0.388,0.313,9.816666666666668,14.06,0.109,0.009
N3,N1,C-A,47,0.297,0.313,2.9050000000000002,7.47,0.032,0.016
O2',O5',A-G,94,0.234,0.313,11.86,17.64,0.213,0.317
C5,C4',A-A,114,0.203,0.313,8.600000000000001,12.765,0.201,0.216
C5',N3,A-A,114,0.238,0.312,9.495000000000001,13.82,0.132,0.209
C4',O2',A-A,114,0.146,0.312,11.219999999999999,16.885,0.037,0.249
P,O2,A-C,47,0.256,0.311,8.526666666666666,14.13,0.116,0.012
C8,C3',A-A,114,0.163,0.311,8.97,14.26,0.15,0.238
C4',C2',A-C,47,0.445,0.311,11.403333333333334,14.29,0.131,0.015
O2',C4,A-A,114,0.182,0.31,8.43,12.39,0.067,0.487
C5,O2P,A-G,94,0.397,0.309,11.34,14.14,0.401,0.348
C3',N6,A-A,114,0.215,0.308,7.109999999999999,11.1375,0.256,0.5
C5,O4',A-A,114,0.191,0.308,8.004999999999999,11.760000000000002,0.202,0.215
C5',O5',C-A,47,0.156,0.307,14.323333333333332,17.75,0.008,0.0
N3,C4,A-A,114,0.024,0.307,6.6933333333333325,8.545,0.009,0.449
O5',O1P,A-C,47,0.4,0.307,14.99,19.74,0.001,0.006
N6,C5',A-A,114,0.21,0.306,7.68,12.735000000000001,0.279,0.207
O2P,C3',A-C,47,0.324,0.306,11.719999999999999,17.84,0.092,0.009
N9,C3',A-C,47,0.404,0.306,9.576666666666666,12.69,0.185,0.021
C4,O4',A-C,47,0.466,0.306,8.63,10.85,0.163,0.019
O5',C1',A-A,114,0.213,0.306,11.4425,15.950000000000001,0.211,0.217
C2',C5,A-A,114,0.206,0.306,7.635,11.254999999999999,0.152,0.491
C5,N1,A-G,94,0.43,0.305,4.055,7.75,0.444,0.314
C2',N7,A-A,114,0.167,0.305,7.9175,12.35,0.166,0.477
N1,N2,A-G,94,0.472,0.304,3.03,5.945,0.414,0.296
C3',C8,A-G,94,0.335,0.304,10.905000000000001,14.04,0.32,0.309
O4',C1',A-C,47,0.426,0.304,10.583333333333334,12.83,0.062,0.003
O2,N3,C-A,47,0.497,0.303,4.72,7.46,0.185,0.062
O2P,C1',A-C,47,0.312,0.303,9.916666666666666,16.31,0.087,0.007
C3',O3',A-C,47,0.477,0.303,12.863333333333335,15.92,0.137,0.019
N1,N3,A-C,47,0.327,0.302,2.9050000000000002,7.47,0.032,0.016
C4',C1',A-C,47,0.425,0.302,11.36,13.61,0.031,0.002
C1',C3',A-C,47,0.465,0.301,10.953333333333333,13.15,0.111,0.012
C3',C3',A-C,47,0.481,0.301,12.27,14.73,0.076,0.013
C1',O3',A-C,47,0.424,0.3,11.163333333333334,14.25,0.178,0.02
C5',C2,A-A,114,0.253,0.3,8.56,12.545,0.139,0.198
O2P,O3',A-C,47,0.294,0.3,12.523333333333333,18.99,0.107,0.012
O1P,N9,A-A,114,0.224,0.3,12.1275,16.87,0.258,0.205
N1,C4,A-G,94,0.308,0.3,5.0,6.8149999999999995,0.269,0.287
O5',O6,A-G,94,0.464,0.3,9.04,11.793333333333331,0.448,0.303
C6,N4,A-C,47,0.358,0.299,3.64,8.666666666666666,0.01,0.0
N3,C6,C-A,47,0.39,0.299,3.26,7.82,0.143,0.054
O2',O2P,A-A,114,0.225,0.299,12.875,17.67,0.194,0.476
N9,C2,A-A,114,0.039,0.298,6.705,8.575,0.002,0.291
N3,O2P,A-A,114,0.228,0.298,9.375,13.75,0.255,0.484
C8,N1,A-A,114,0.094,0.297,6.55125,7.859999999999999,0.05,0.298
C4,N7,A-A,114,0.156,0.296,6.555,9.4525,0.185,0.461
O4',C2',A-C,47,0.374,0.296,10.316666666666668,13.42,0.178,0.019
C2,N3,A-C,47,0.387,0.294,3.42,8.639999999999999,0.003,0.0
N1,C5',A-C,47,0.502,0.294,8.36,10.27,0.203,0.029
O2P,C2',A-C,47,0.27,0.294,10.233333333333334,17.04,0.113,0.012
P,O5',A-C,47,0.351,0.293,14.62,19.58,0.07,0.007
O1P,C4',A-A,114,0.222,0.292,15.03,19.87,0.226,0.2
O2P,O2',A-C,47,0.241,0.291,10.136666666666667,17.98,0.123,0.015
C6,O1P,C-A,47,0.189,0.29,13.063333333333333,16.33,0.0,0.003
C3',O2',A-A,114,0.141,0.29,10.375,16.16,0.021,0.227
O1P,O4',A-A,114,0.215,0.29,14.095,19.0,0.24,0.198
O2',C5,A-G,94,0.176,0.29,7.255,12.79,0.2,0.313
N9,O2P,A-G,94,0.361,0.29,13.100000000000001,16.073333333333334,0.341,0.317
C2,C8,A-G,94,0.265,0.29,6.297142857142857,9.59,0.267,0.296
N1,C4,A-C,47,0.362,0.289,3.54,8.636666666666665,0.004,0.0
O2P,P,A-C,47,0.49,0.287,14.616666666666667,19.09,0.012,0.0
C3',O2P,A-G,94,0.347,0.287,14.899999999999999,18.57,0.352,0.323
P,O2P,A-C,47,0.458,0.287,14.53,18.5875,0.002,0.0
C5',O2',A-C,47,0.322,0.287,11.353333333333333,16.36,0.167,0.02
O3',N2,A-G,94,0.298,0.286,6.1,11.631428571428572,0.283,0.288
N6,C2,A-G,94,0.118,0.286,3.6291666666666678,7.855,0.128,0.311
O2P,N1,A-C,47,0.342,0.285,9.51,14.97,0.073,0.004
O1P,C5,A-C,47,0.414,0.285,12.54,15.64,0.013,0.012
C6,C5',A-C,47,0.393,0.285,8.24,11.48,0.136,0.014
N1,N4,A-C,47,0.377,0.284,2.89,9.770000000000001,0.049,0.004
N6,N4,A-C,47,0.3,0.284,2.84,7.476666666666667,0.019,0.009
N9,O3',A-C,47,0.332,0.284,9.866666666666667,13.81,0.192,0.023
C2,C2,C-A,47,0.31,0.284,4.14,7.546666666666667,0.04,0.018
N9,O3',A-A,114,0.164,0.283,10.195,15.035,0.094,0.205
