atom_1,atom_2,pair,count,r2_avg,r2,min_distance,max_distance,r2_avg_ratio,r2_ratio
O2P,C5',C-C,48,0.036,0.028,15.94,17.4175,0.001,0.036
O2',C6,C-A,47,0.039,0.028,3.99,12.2,0.174,0.028
N6,N3,A-C,47,0.032,0.028,2.775,9.07,0.232,0.082
N6,C6,A-C,47,0.029,0.028,5.335,8.48,0.263,0.046
N3,O2',C-C,48,0.649,0.028,7.8925,9.120000000000001,0.039,0.097
O2P,C2,C-C,48,0.332,0.028,10.7,12.219999999999999,0.002,0.072
C4,N7,C-A,47,0.113,0.028,6.25,7.78,0.083,0.003
C2,O4,C-U,59,0.024,0.028,3.36,8.7,0.007,0.072
O3',N3,C-A,47,0.039,0.028,8.74,11.44,0.311,0.049
C3',C6,C-A,47,0.036,0.028,6.263333333333333,10.86,0.196,0.029
C6,C2,A-G,94,0.002,0.028,4.295,6.585,0.0,0.034
C6,O4,C-U,59,0.026,0.028,4.89,8.81,0.004,0.087
C5,O2',C-U,59,0.059,0.028,7.98,12.49,0.0,0.008
N1,O5',A-C,47,0.099,0.028,8.54,10.71,0.296,0.075
C3',N4,C-C,48,0.09,0.028,8.805,9.75,0.21,0.06
O5',O5',A-A,114,0.227,0.027,13.379999999999999,19.086666666666666,0.338,0.0
O2P,C3',C-C,48,0.27,0.027,14.715,16.22,0.034,0.073
C3',N7,A-G,94,0.057,0.027,10.370000000000001,13.12,0.052,0.027
P,C4,C-C,48,0.036,0.027,10.52,11.7725,0.083,0.027
C1',N3,C-A,47,0.325,0.027,7.395,8.69,0.533,0.072
C8,C6,A-A,114,0.147,0.027,6.359999999999999,8.877500000000001,0.196,0.003
N1,O4,C-U,59,0.027,0.027,4.55,9.36,0.006,0.078
C1',N7,A-G,94,0.02,0.027,8.705,12.11,0.032,0.032
P,N3,C-A,47,0.093,0.027,7.73,12.956666666666665,0.018,0.007
C2,N6,C-A,47,0.227,0.027,3.59,9.98,0.268,0.076
O2',O4,C-U,59,0.029,0.026,7.06,12.75,0.008,0.068
P,O1P,A-A,114,0.241,0.026,15.354999999999999,22.174999999999997,0.36,0.0
C4',N4,A-C,47,0.002,0.026,5.97,12.969999999999999,0.117,0.049
O4',N4,C-C,48,0.02,0.026,8.34,9.34,0.256,0.054
C5',P,A-A,114,0.222,0.026,14.4975,19.759999999999998,0.271,0.115
P,N1,C-A,47,0.064,0.026,7.12,10.65,0.0,0.0
O2P,O4',C-C,48,0.341,0.026,14.17,15.389999999999999,0.01,0.065
N4,C5',C-A,47,0.158,0.026,7.47,12.673333333333332,0.092,0.043
O2',C4,C-A,47,0.053,0.026,6.27,11.49,0.228,0.04
C1',C3',A-A,114,0.176,0.026,10.45,15.125,0.079,0.0
C2',O2P,A-C,47,0.084,0.026,9.56,16.14,0.054,0.018
O2,O4,C-U,59,0.023,0.026,3.69,9.49,0.008,0.063
N1,N4,C-C,48,0.027,0.026,6.095000000000001,7.435,0.39,0.054
C2,N1,C-C,48,0.595,0.026,6.359999999999999,7.67,0.061,0.0
C3',O2',C-U,59,0.16,0.026,9.75,15.39,0.011,0.017
C5',O2',C-U,59,0.144,0.026,11.745,17.08,0.009,0.016
O2P,C4',C-C,48,0.27,0.026,15.25,16.59,0.018,0.064
O2P,O2',C-U,59,0.111,0.026,12.094999999999999,18.58,0.0,0.042
O2P,O2P,A-A,114,0.179,0.026,12.46,20.10666666666667,0.348,0.0
O1P,C4,C-C,48,0.036,0.025,11.785,13.1025,0.057,0.024
C1',O4,C-U,59,0.028,0.025,5.79,10.83,0.008,0.073
O3',O1P,C-U,59,0.286,0.025,15.84,20.41,0.042,0.021
O2',C5,A-C,47,0.001,0.025,5.62,14.153333333333334,0.119,0.052
O3',O2,A-C,47,0.148,0.025,8.59,11.01,0.036,0.012
O3',O2',C-U,59,0.174,0.025,10.28,16.23,0.014,0.017
C4,N1,C-C,48,0.074,0.025,6.415,7.65,0.335,0.044
O4',O4,C-U,59,0.026,0.025,6.89,11.41,0.006,0.079
N9,O5',A-A,114,0.214,0.025,10.5125,14.705,0.248,0.111
N1,N9,A-A,114,0.027,0.025,6.50375,7.855,0.002,0.011
C4,C4',C-C,48,0.209,0.024,9.675,10.36,0.069,0.048
C5',C5',A-A,114,0.187,0.024,13.92,19.43,0.156,0.0
N3,O1P,A-C,47,0.103,0.024,8.51,14.04,0.012,0.008
O5',C2,C-A,47,0.017,0.024,8.08,10.86,0.051,0.02
O2P,C1',C-C,48,0.443,0.024,13.149999999999999,14.43,0.032,0.077
N4,O2,C-U,59,0.007,0.024,3.35,7.37,0.014,0.002
C6,O2',C-U,59,0.09,0.024,8.385,13.33,0.001,0.015
C4,C1',C-C,48,0.396,0.024,7.655,8.48,0.112,0.056
C4,O2',C-U,59,0.039,0.024,6.6,11.1,0.002,0.009
N4,O2',C-U,59,0.009,0.024,6.24,10.6,0.01,0.001
C5',O2P,C-C,48,0.036,0.024,15.94,17.417499999999997,0.001,0.036
C5',O2,C-C,48,0.592,0.024,9.8475,11.5625,0.061,0.002
O5',O5',C-C,48,0.432,0.024,14.97,17.064999999999998,0.009,0.0
C3',C4,A-C,47,0.003,0.024,6.58,12.396666666666668,0.085,0.029
C5',O4',C-U,59,0.202,0.024,12.75,17.18,0.021,0.019
C6,N1,A-C,47,0.013,0.024,5.38,8.62,0.313,0.076
O5',C1',C-A,47,0.013,0.024,11.56,15.03,0.014,0.002
O2,C1',C-C,48,0.664,0.024,6.385,8.495000000000001,0.0,0.002
C2',C5,C-A,47,0.049,0.024,5.993333333333333,11.14,0.212,0.034
C1',N1,A-C,47,0.102,0.024,8.25,10.33,0.005,0.006
O2',O4',A-C,47,0.082,0.024,9.22,12.98,0.046,0.027
C5',C3',C-C,48,0.623,0.024,13.985,15.43,0.184,0.013
O3',O4',A-A,114,0.157,0.024,11.9225,17.175,0.074,0.096
N9,N9,A-A,114,0.163,0.023,7.67,11.46,0.141,0.0
C1',C5,C-A,47,0.049,0.023,6.243333333333333,10.31,0.23,0.036
C3',C3',A-A,114,0.176,0.023,11.49,16.74,0.066,0.0
C3',C4,A-A,114,0.207,0.023,8.579999999999998,12.735,0.115,0.111
C4',N4,C-C,48,0.081,0.023,9.305,10.245,0.221,0.054
O2P,C2',C-U,59,0.117,0.023,12.08,17.73875,0.0,0.055
N4,C4,C-U,59,0.004,0.023,3.29,5.43,0.028,0.128
O3',O4',C-U,59,0.241,0.023,11.16,16.49,0.034,0.018
C5,N7,C-A,47,0.028,0.023,7.640000000000001,8.98,0.01,0.001
C4',N1,C-A,47,0.046,0.023,6.8566666666666665,9.85,0.267,0.045
P,C5,C-C,48,0.04,0.023,11.885,13.057500000000001,0.074,0.025
O4',O4',A-A,114,0.174,0.023,10.91,15.99,0.131,0.0
C4',C4',A-A,114,0.182,0.023,12.73,17.97,0.109,0.0
N1,C6,C-A,47,0.238,0.022,5.38,8.62,0.313,0.076
C5,O2,C-U,59,0.07,0.022,5.234999999999999,9.12,0.0,0.014
C5,N7,A-G,94,0.056,0.022,7.015714285714286,9.61,0.061,0.021
N3,O4',A-A,114,0.196,0.022,8.275,12.05,0.094,0.101
C4',O2',C-C,48,0.721,0.022,11.22,14.235,0.174,0.024
O2P,C2',C-C,48,0.456,0.022,13.620000000000001,15.1125,0.076,0.089
P,N4,C-C,48,0.021,0.022,9.7,11.2675,0.18,0.004
N7,C5,A-C,47,0.175,0.022,7.640000000000001,8.98,0.01,0.001
C5',C4',C-U,59,0.166,0.022,13.68,18.28,0.012,0.022
O2P,C1',C-U,59,0.139,0.022,11.93,17.223750000000003,0.0,0.059
C4,C4',C-A,47,0.144,0.022,7.25,12.420000000000002,0.09,0.045
C1',N1,C-A,47,0.252,0.022,5.33,8.69,0.351,0.1
C3',O2',C-C,48,0.666,0.022,10.700000000000001,13.675,0.19,0.019
C3',O4',C-U,59,0.221,0.022,10.58,15.68,0.027,0.021
C5',C1',C-U,59,0.186,0.022,11.42,16.05,0.016,0.021
O3',C4',C-U,59,0.209,0.022,12.22,17.66,0.023,0.02
O2P,O2,C-U,59,0.126,0.022,9.285,14.9775,0.0,0.05
O1P,C5,C-C,48,0.046,0.022,13.135,14.3225,0.054,0.024
C4,C6,C-C,48,0.0,0.022,6.635,8.015,0.374,0.019
C5,C2',C-U,59,0.064,0.022,7.67,11.76,0.0,0.016
O2P,O3',C-U,59,0.1,0.021,13.8,19.653750000000002,0.0,0.062
C4',N1,A-A,114,0.258,0.021,7.455,10.82,0.179,0.109
C4,C2,C-C,48,0.092,0.021,5.234999999999999,6.685,0.377,0.04
C2',N6,C-A,47,0.043,0.021,3.763333333333333,11.97,0.168,0.027
C1',C5',A-A,114,0.193,0.021,11.719999999999999,16.65,0.132,0.1
O2P,O3',C-C,48,0.408,0.021,15.7,17.0225,0.103,0.083
C2',C5,A-C,47,0.003,0.021,6.11,12.933333333333332,0.102,0.04
O2',O3',A-A,114,0.116,0.021,10.635,17.015,0.008,0.076
O5',C5,C-A,47,0.016,0.021,9.92,13.06,0.205,0.033
C3',C4',C-U,59,0.191,0.021,11.59,16.8,0.018,0.023
C4',O2',C-U,59,0.148,0.021,10.43,16.22,0.01,0.022
C1',C1',A-A,114,0.16,0.021,9.41,13.72,0.087,0.0
O1P,N4,C-C,48,0.023,0.021,10.985,12.592500000000001,0.147,0.003
C5',C6,C-C,48,0.596,0.021,12.4,13.2475,0.025,0.0
P,C6,C-C,48,0.309,0.021,12.74,13.835,0.002,0.059
N1,C4,A-A,114,0.081,0.021,5.19,7.944999999999999,0.201,0.044
O3',N1,C-A,47,0.05,0.02,6.533333333333334,10.79,0.219,0.038
N3,C2',C-C,48,0.418,0.02,7.26,8.4325,0.003,0.074
C5,C1',C-U,59,0.085,0.02,7.880000000000001,11.32,0.0,0.019
C5',C2',C-U,59,0.146,0.02,11.59,16.52,0.009,0.023
C3',O1P,C-U,59,0.266,0.02,15.04,19.54,0.031,0.034
C2,O4',C-C,48,0.794,0.02,8.415,9.940000000000001,0.002,0.007
O3',N3,A-C,47,0.006,0.02,6.89,12.346666666666666,0.051,0.015
C5,C6,A-A,114,0.041,0.02,5.390000000000001,7.74,0.067,0.019
C5,C3',C-A,47,0.145,0.02,7.6,13.24,0.082,0.034
C2',O4,C-U,59,0.037,0.02,6.13,11.56,0.013,0.058
C5',O1P,A-A,114,0.222,0.02,15.5125,21.025,0.248,0.102
O2P,C4',C-U,59,0.133,0.02,14.2,19.22,0.0,0.067
O5',C2',C-A,47,0.031,0.02,11.38,15.17,0.001,0.0
N9,C6,A-C,47,0.1,0.02,7.69,10.165,0.017,0.017
O2P,O4',C-U,59,0.15,0.02,13.254999999999999,18.2025,0.001,0.066
O3',C1',C-U,59,0.223,0.02,9.9,15.34,0.027,0.021
N7,C4,A-C,47,0.006,0.02,6.25,7.78,0.082,0.003
C3',C2',C-U,59,0.168,0.02,9.58,14.99,0.013,0.025
C3',C1',C-U,59,0.207,0.02,9.28,14.5,0.022,0.023
O3',O5',C-U,59,0.279,0.02,13.42,18.48,0.033,0.03
O2P,C3',C-U,59,0.115,0.02,13.28,18.622500000000002,0.0,0.067
C5,O5',C-C,48,0.255,0.019,11.059999999999999,12.215,0.051,0.012
O3',C4,A-C,47,0.005,0.019,6.7,13.676666666666668,0.085,0.028
O1P,C6,C-C,48,0.333,0.019,13.965,15.14,0.0,0.056
C3',N9,A-A,114,0.184,0.019,9.54,14.055,0.115,0.096
C6,C2',C-U,59,0.097,0.019,8.4,12.7,0.001,0.025
O3',C2',C-U,59,0.182,0.019,10.26,15.89,0.015,0.024
O3',C5',C-U,59,0.207,0.019,13.45,18.79,0.023,0.021
C5',O3',C-C,48,0.667,0.019,14.65,16.465,0.252,0.023
C8,C4,A-C,47,0.002,0.019,7.13,8.803333333333335,0.01,0.01
C3',C1',A-A,114,0.176,0.019,10.45,15.125,0.079,0.0
N1,C1',C-C,48,0.894,0.019,8.434999999999999,10.05,0.013,0.012
C8,P,A-A,114,0.197,0.019,10.442499999999999,16.2575,0.294,0.095
N4,C2',C-U,59,0.01,0.019,5.67,9.47,0.013,0.006
C5',C5',C-U,59,0.161,0.019,14.8,19.3,0.012,0.024
O2,O4',C-A,47,0.061,0.019,8.543333333333333,10.34,0.277,0.021
C4,O4',C-C,48,0.287,0.019,8.685,9.49,0.112,0.045
C6,C2',C-A,47,0.128,0.019,7.34,12.346666666666666,0.07,0.031
N3,C4,C-U,59,0.048,0.019,3.06,6.94,0.003,0.101
C4,N3,C-C,48,0.002,0.019,4.16,6.18,0.494,0.02
C4',O4,C-U,59,0.035,0.019,7.76,12.36,0.011,0.062
C2',O2',C-U,59,0.154,0.019,8.25,14.43,0.01,0.025
C3',O3',C-U,59,0.133,0.018,11.86,17.24,0.006,0.026
C2',C2',A-A,114,0.148,0.018,9.45,14.45,0.025,0.0
C4,C2',C-U,59,0.045,0.018,6.26,10.4,0.002,0.02
C5',O5',C-U,59,0.262,0.018,14.5,18.79,0.018,0.044
C3',O5',C-U,59,0.269,0.018,12.62,17.56,0.026,0.039
C5,C5,C-A,47,0.002,0.018,6.44,8.673333333333334,0.009,0.003
N1,N1,A-A,114,0.186,0.018,2.67,8.475,0.271,0.0
O2,C3',C-C,48,0.534,0.018,7.977500000000001,9.9975,0.044,0.004
O5',N1,C-A,47,0.119,0.018,8.54,10.71,0.296,0.075
C5,O3',C-U,59,0.048,0.018,9.3,13.82,0.002,0.021
N1,O2',C-U,59,0.105,0.018,7.515000000000001,13.0,0.002,0.024
N6,C2,A-C,47,0.004,0.018,3.59,9.98,0.268,0.076
C4,O2,C-C,48,0.401,0.018,5.43,6.5,0.182,0.046
C3',C5',C-U,59,0.188,0.018,12.77,17.91,0.018,0.025
C2,C2,C-C,48,0.354,0.017,5.04,6.49,0.155,0.0
C4,O2,C-U,59,0.043,0.017,3.855,7.73,0.004,0.016
C2,O1P,A-C,47,0.095,0.017,7.42,12.71,0.01,0.006
P,N3,C-C,48,0.283,0.017,10.16,11.7225,0.003,0.059
O2P,C2,C-U,59,0.14,0.017,9.934999999999999,14.81375,0.0,0.067
N3,O2',C-U,59,0.055,0.017,5.785,10.7,0.001,0.022
C5',C4,A-C,47,0.087,0.017,8.75,12.530000000000001,0.051,0.032
O2P,O5',C-U,59,0.228,0.017,14.9,19.44625,0.001,0.11
C4,C4,C-U,59,0.04,0.017,3.95,6.65,0.0,0.117
P,O2',C-U,59,0.111,0.017,12.75,18.91,0.0,0.055
N3,O3',C-C,48,0.415,0.017,9.395,10.36,0.033,0.073
C5',O3',C-U,59,0.11,0.017,13.5,18.67,0.004,0.027
C5',C3',C-U,59,0.133,0.017,12.93,17.69,0.007,0.028
C5',O2,C-U,59,0.173,0.017,8.65,13.67,0.012,0.026
O5',N4,A-C,47,0.062,0.017,7.88,12.41,0.102,0.04
N4,C5,C-U,59,0.011,0.017,4.68,6.8,0.014,0.118
C8,C8,A-A,114,0.13,0.017,6.105,11.925,0.187,0.0
N3,C4',C-A,47,0.104,0.017,7.7,11.093333333333334,0.05,0.028
C3',C3',C-U,59,0.16,0.017,11.0,16.27,0.011,0.028
C3',N1,A-G,94,0.006,0.017,6.795,10.292857142857144,0.004,0.015
C5,O4',C-U,59,0.097,0.017,9.23,12.43,0.0,0.025
O5',O2',C-A,47,0.059,0.017,10.97,15.58,0.011,0.008
O2',C8,A-G,94,0.009,0.017,8.98,13.98,0.017,0.022
C6,O2',C-A,47,0.138,0.017,6.76,13.536666666666667,0.099,0.047
C5,C3',C-U,59,0.061,0.017,8.83,12.82,0.001,0.026
C5,O3',C-A,47,0.144,0.017,7.85,14.5,0.084,0.031
C2,N9,C-A,47,0.265,0.017,7.24,8.65,0.378,0.037
O3',O3',C-U,59,0.146,0.017,12.57,18.2,0.008,0.025
N1,C3',C-C,48,0.766,0.017,10.0425,11.5,0.073,0.014
O4',O2',C-U,59,0.128,0.016,9.489999999999998,15.32,0.006,0.027
N3,N4,C-C,48,0.021,0.016,3.85,5.925,0.501,0.041
C4,C5',C-C,48,0.0,0.016,10.39,11.175,0.118,0.019
C8,C5,A-C,47,0.108,0.016,7.57,9.965,0.026,0.026
C3',C6,A-C,47,0.08,0.016,8.8,12.76,0.043,0.021
C6,O3',C-U,59,0.073,0.016,9.85,14.79,0.0,0.029
C6,C1',C-U,59,0.124,0.016,8.469999999999999,12.31,0.003,0.028
O2P,N3,C-A,47,0.122,0.016,6.73,13.513333333333334,0.05,0.009
C2,C1',A-A,114,0.107,0.016,7.0275,9.594999999999999,0.01,0.001
N9,C5,A-C,47,0.006,0.016,6.36,10.606666666666667,0.074,0.033
O2P,N1,C-U,59,0.146,0.016,11.235,15.9125,0.0,0.074
O5',O4,C-U,59,0.051,0.016,7.92,12.92,0.0,0.181
O2P,C5',C-U,59,0.136,0.016,15.395,19.89,0.0,0.077
C5,C5,A-A,114,0.088,0.016,6.5325,8.04,0.098,0.0
N4,C1',C-U,59,0.013,0.016,5.93,9.0,0.014,0.009
O4',C4,A-C,47,0.004,0.016,6.84,11.486666666666666,0.1,0.049
C4',C4',C-U,59,0.165,0.016,12.39,17.62,0.013,0.031
C5',N7,A-A,114,0.171,0.016,8.805,14.755,0.215,0.084
O3',C3',C-U,59,0.174,0.016,11.73,17.21,0.014,0.027
C5,C4',C-U,59,0.076,0.016,9.97,13.47,0.0,0.026
O3',P,C-U,59,0.281,0.016,14.54,18.94,0.031,0.04
N7,N7,A-A,114,0.128,0.016,5.46,10.485,0.223,0.0
O4',N3,C-A,47,0.001,0.016,8.11,9.68,0.1,0.017
C4',O4',C-U,59,0.194,0.016,11.49,16.55,0.021,0.028
C6,O4',C-U,59,0.134,0.015,9.81,13.46,0.004,0.032
O3',O3',A-A,114,0.121,0.015,12.4,18.73,0.024,0.0
C2,O2',C-U,59,0.092,0.015,6.145,11.69,0.001,0.029
C4',C1',C-U,59,0.183,0.015,10.14,15.36,0.017,0.03
O4',N3,A-C,47,0.003,0.015,7.49,10.163333333333334,0.056,0.029
N6,N6,A-A,114,0.15,0.015,2.85,8.4,0.184,0.0
C1',C4,C-A,47,0.073,0.015,7.486666666666667,9.9,0.329,0.051
C5',C2',C-C,48,0.671,0.015,12.5975,14.435,0.166,0.024
O2,C1',C-A,47,0.337,0.015,7.745,8.99,0.431,0.036
O2,O2,C-C,48,0.318,0.015,3.84,6.5,0.101,0.0
C3',O4,C-U,59,0.044,0.015,7.06,12.0,0.018,0.048
C1',C5,A-C,47,0.005,0.015,6.36,12.049999999999999,0.097,0.043
C5',O4,C-U,59,0.039,0.015,8.56,12.56,0.011,0.057
C6,O2,C-U,59,0.111,0.015,5.895,9.98,0.001,0.028
C6,C4',C-U,59,0.11,0.015,10.625,14.5,0.001,0.033
N3,C1',A-C,47,0.064,0.015,7.395,8.69,0.533,0.072
C1',O2',C-U,59,0.129,0.015,8.21,14.14,0.006,0.029
C4,C1',C-U,59,0.061,0.015,6.475,9.99,0.001,0.024
C1',N6,C-A,47,0.055,0.015,3.8799999999999994,10.93,0.192,0.033
C4',C2',C-U,59,0.15,0.015,10.26,15.76,0.01,0.031
C5',O1P,C-U,59,0.235,0.014,16.89,20.69,0.014,0.054
C4',C2,C-A,47,0.045,0.014,8.125,9.73,0.371,0.06
N4,O3',C-U,59,0.008,0.014,7.49,11.53,0.018,0.014
C2,C4,C-U,59,0.061,0.014,3.8,8.26,0.008,0.087
C6,C5',C-C,48,0.596,0.014,12.4,13.247499999999999,0.025,0.0
N1,C4,C-A,47,0.168,0.014,7.245,8.59,0.331,0.036
O3',O4,C-U,59,0.046,0.014,8.11,13.16,0.02,0.042
C2',N3,A-A,114,0.142,0.014,7.6899999999999995,11.125,0.015,0.073
C6,N3,C-A,47,0.022,0.014,5.52,9.973333333333334,0.048,0.008
C2',C4,C-A,47,0.081,0.014,7.123333333333332,10.56,0.296,0.053
O2P,O2',C-C,48,0.609,0.014,13.985,15.92,0.163,0.094
C4',O3',C-U,59,0.116,0.014,12.39,17.93,0.005,0.034
N3,C8,C-A,47,0.21,0.014,6.73,8.38,0.252,0.02
C6,C3',C-U,59,0.091,0.014,9.55,13.83,0.0,0.034
C1',O2',C-C,48,0.765,0.014,9.1025,11.95,0.12,0.03
O1P,N3,C-C,48,0.267,0.013,11.399999999999999,13.015,0.0,0.049
C2',C2',C-U,59,0.16,0.013,8.11,14.11,0.011,0.034
C2',C4',C-U,59,0.173,0.013,10.17,16.03,0.014,0.034
C4,P,C-C,48,0.036,0.013,10.52,11.7725,0.083,0.027
C6,O2,A-C,47,0.001,0.013,3.4699999999999998,9.98,0.29,0.095
C3',P,C-U,59,0.266,0.013,13.71,18.07,0.023,0.056
C2',O2,A-C,47,0.0,0.013,7.76,8.95,0.117,0.014
O2P,O2,C-C,48,0.461,0.013,10.780000000000001,12.405000000000001,0.041,0.061
C4,O4',C-A,47,0.128,0.013,6.84,11.486666666666666,0.099,0.049
C2',O3',C-U,59,0.13,0.013,10.35,16.33,0.006,0.034
C8,O1P,A-A,114,0.208,0.013,11.495000000000001,17.4925,0.279,0.081
C3',O2,C-U,59,0.195,0.013,6.53,12.01,0.018,0.031
C4,O3',C-U,59,0.035,0.013,7.89,12.5,0.005,0.028
C5,N3,C-A,47,0.039,0.013,4.19,10.773333333333333,0.09,0.018
C5,O1P,C-C,48,0.046,0.013,13.135,14.3225,0.054,0.024
O2,C4,C-U,59,0.06,0.013,3.72,8.87,0.011,0.076
O2,C5,C-A,47,0.218,0.013,4.696666666666666,9.83,0.285,0.08
C5,P,C-C,48,0.04,0.013,11.885,13.057500000000001,0.074,0.025
C5,C2',C-C,48,0.807,0.013,9.455,10.405000000000001,0.009,0.054
C5,C4,C-C,48,0.029,0.013,5.824999999999999,7.51,0.413,0.0
C4',C5',C-U,59,0.159,0.013,13.57,18.71,0.012,0.034
C5,O2',C-C,48,0.833,0.013,10.184999999999999,11.309999999999999,0.109,0.066
O5',O2',C-U,59,0.113,0.013,11.7,18.22,0.001,0.052
N4,O4',C-U,59,0.018,0.012,7.28,10.08,0.014,0.018
C3',C2,A-A,114,0.182,0.012,7.48,10.925,0.041,0.001
C5',C4,C-C,48,0.0,0.012,10.39,11.175,0.118,0.019
O4',N1,A-A,114,0.24,0.012,7.1850000000000005,9.89,0.168,0.077
C4',O5',C-U,59,0.242,0.012,13.34,18.3,0.018,0.054
C6,C6,A-A,114,0.143,0.012,4.04,7.9,0.2,0.0
N1,C2',C-A,47,0.082,0.012,7.77,11.0,0.024,0.01
C2',O4',C-U,59,0.195,0.012,9.22,14.97,0.021,0.034
N4,O2P,C-U,59,0.044,0.012,8.62,11.6625,0.055,0.237
N4,C3',C-U,59,0.011,0.012,6.81,10.49,0.018,0.018
N1,O2',C-A,47,0.11,0.012,6.98,12.183333333333332,0.075,0.035
C4,O1P,C-C,48,0.036,0.012,11.785,13.102500000000001,0.057,0.024
O2',C4,C-U,59,0.07,0.012,7.11,12.31,0.012,0.076
C3',C5',A-A,114,0.192,0.012,12.89,18.15,0.117,0.078
P,O2,C-U,59,0.127,0.012,9.96,15.58,0.0,0.069
N1,C2',C-U,59,0.113,0.012,7.725,12.5,0.002,0.037
C4,O4',C-U,59,0.074,0.012,7.819999999999999,11.13,0.001,0.033
O1P,O2P,A-A,114,0.231,0.012,14.475000000000001,21.816666666666666,0.367,0.004
N3,C5,C-C,48,0.021,0.012,5.49,7.0600000000000005,0.403,0.016
C2,C4',C-C,48,0.71,0.012,9.379999999999999,10.835,0.03,0.014
C4',C3',C-U,59,0.137,0.012,11.63,17.0,0.008,0.036
C4,O5',C-C,48,0.166,0.012,9.68,10.977500000000001,0.077,0.009
P,C2',C-U,59,0.11,0.012,12.66,18.25,0.0,0.075
O1P,O2',C-U,59,0.113,0.012,13.975,20.28,0.0,0.058
C5',N1,C-U,59,0.188,0.012,10.66,14.89,0.019,0.032
N3,C3',C-C,48,0.295,0.012,8.32,9.535,0.001,0.053
N1,O3',C-U,59,0.087,0.011,9.24,14.63,0.0,0.039
O4',C2',C-U,59,0.128,0.011,9.41,14.83,0.006,0.039
C5,C1',C-A,47,0.127,0.011,6.36,12.049999999999999,0.096,0.043
N4,C8,C-A,47,0.029,0.011,5.89,9.483333333333333,0.082,0.026
P,C2,C-A,47,0.073,0.011,6.79,11.926666666666668,0.015,0.004
C6,C5,A-A,114,0.041,0.011,5.390000000000001,7.74,0.067,0.019
C2',C1',C-U,59,0.188,0.011,7.89,13.73,0.018,0.036
C4,C3',C-U,59,0.046,0.011,7.41,11.51,0.004,0.034
C5,C2,C-U,59,0.088,0.011,5.8,8.94,0.0,0.031
O2',O1P,A-C,47,0.077,0.011,11.41,17.8,0.034,0.03
N3,P,A-C,47,0.07,0.011,7.73,12.956666666666665,0.018,0.007
C2',C3',C-U,59,0.152,0.011,9.53,15.43,0.009,0.038
N4,C2,C-U,59,0.009,0.011,3.95,6.63,0.021,0.014
O3',C2,C-A,47,0.078,0.011,7.6433333333333335,10.43,0.322,0.06
C2',O1P,C-U,59,0.23,0.011,13.71,19.02,0.023,0.045
O4',O2',C-C,48,0.781,0.011,10.375,13.185,0.14,0.036
P,N1,C-C,48,0.542,0.011,12.445,13.805,0.019,0.085
N4,C4',C-U,59,0.015,0.011,7.85,11.11,0.017,0.021
C4,C4',C-U,59,0.059,0.011,8.55,12.16,0.002,0.034
O5',N6,C-A,47,0.058,0.011,7.5566666666666675,11.95,0.262,0.039
C2',C6,C-A,47,0.07,0.011,4.8500000000000005,10.92,0.213,0.039
C5',C2,C-U,59,0.181,0.011,9.28,13.68,0.016,0.034
C2,C2,A-A,114,0.148,0.011,3.64,9.195,0.263,0.0
P,C1',C-U,59,0.133,0.011,12.67,17.86,0.0,0.079
O5',O2P,A-A,114,0.223,0.011,13.0625,19.711666666666666,0.377,0.081
O5',O1P,C-C,48,0.284,0.011,17.16,19.26,0.004,0.0
O3',O2,C-U,59,0.208,0.011,7.24,12.85,0.022,0.031
O2',C6,A-C,47,0.007,0.01,6.76,13.536666666666667,0.1,0.047
O2P,N3,C-U,59,0.146,0.01,9.004999999999999,13.61125,0.0,0.088
C5,C5',C-U,59,0.078,0.01,11.12,14.42,0.0,0.037
C5',P,C-U,59,0.248,0.01,15.52,19.22,0.01,0.073
O4',C1',C-U,59,0.154,0.01,9.4,14.53,0.01,0.039
O4',O4',C-U,59,0.161,0.01,10.77,15.75,0.012,0.039
N3,C2',C-U,59,0.065,0.01,5.7,10.16,0.001,0.039
N3,C5,C-U,59,0.067,0.01,4.42,8.36,0.004,0.096
C2,O4',A-A,114,0.198,0.01,7.5625,10.77,0.083,0.067
C5,O5',C-U,59,0.217,0.01,10.56,13.85,0.002,0.075
C5,C3',C-C,48,0.496,0.01,10.42,11.204999999999998,0.002,0.037
C5,O2',C-A,47,0.136,0.01,5.62,14.153333333333334,0.119,0.052
O2',P,A-C,47,0.065,0.01,10.27,16.823333333333334,0.047,0.032
O2,N9,C-A,47,0.261,0.01,6.640000000000001,9.05,0.361,0.077
C1',C5,A-G,94,0.01,0.01,7.365,10.88,0.022,0.015
O2,O3',C-C,48,0.562,0.01,8.8075,10.844999999999999,0.114,0.018
N3,C4,C-C,48,0.002,0.01,4.16,6.18,0.494,0.02
C2',C4',A-A,114,0.176,0.01,11.2,16.255000000000003,0.07,0.07
C2,C8,C-A,47,0.089,0.01,6.953333333333333,9.62,0.267,0.034
C2',C5',C-U,59,0.168,0.01,11.38,17.21,0.014,0.037
P,C4',C-U,59,0.12,0.01,14.9,20.01,0.0,0.09
N4,N9,C-A,47,0.048,0.01,4.56,10.623333333333333,0.115,0.031
N1,O2,C-C,48,0.634,0.01,5.827500000000001,7.59,0.022,0.005
N1,C4',C-U,59,0.123,0.01,9.74,14.42,0.004,0.042
C1',C2',C-U,59,0.133,0.01,8.05,13.73,0.006,0.041
